Tournament ID,Year,Round,Location,Winner,Winner ID,Loser,Loser Id,Match Length,1st Set,2nd Set,3rd Set,4th Set,5th Set
416,2025,Round of 128,internazionali_bnl_d'italia,Vit Kopriva,ki82,Quentin Halys,hb64,01:33:56, 6  -  4 , 6  -  3 ,-,-,-
416,2025,Round of 128,internazionali_bnl_d'italia,Dusan Lajovic,l987,Yoshihito Nishioka,n732,01:20:29, 7  -  5 , 6  -  1 ,-,-,-
416,2025,Round of 128,internazionali_bnl_d'italia,Corentin Moutet,mw02,Rinky Hijikata,h0bh,02:33:33, 3  -  6 , 6  -  1 , 7  -  5 ,-,-
416,2025,Round of 128,internazionali_bnl_d'italia,Alexandre Muller,mp20,Jiri Lehecka,l0bv,02:36:48, 2  -  6 , 6  -  3 , 7  -  6 5 ,-,-
416,2025,Round of 128,internazionali_bnl_d'italia,Cameron Norrie,n771,Christopher O'Connell,o483,01:16:46, 6  -  3 , 6  -  2 ,-,-,-
416,2025,Round of 128,internazionali_bnl_d'italia,Francesco Passaro,p0ct,Chun-Hsin Tseng,t0ap,01:57:49, 6  -  0 , 2  -  6 , 6  -  3 ,-,-
416,2025,Round of 128,internazionali_bnl_d'italia,Carlos Taberner,te16,Aleksandar Kovacevic,k0az,02:17:46, 6  -  3 , 1  -  6 , 7  -  5 ,-,-
416,2025,Round of 128,internazionali_bnl_d'italia,Jordan Thompson,tc61,Giovanni Mpetshi Perricard,m0gz,02:22:14, 3  -  6 , 6  -  3 , 7  -  6 5 ,-,-
416,2025,Round of 128,internazionali_bnl_d'italia,Camilo Ugo Carabelli,u182,Pablo Carreno Busta,cd85,02:06:01, 6  -  2 , 1  -  6 , 6  -  3 ,-,-
416,2025,Round of 128,internazionali_bnl_d'italia,Otto Virtanen,v0am,Hamad Medjedovic,m0jf,01:39:44, 6  -  4 , 6  -  4 ,-,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Dusan Lajovic,l987,Cameron Norrie,n771,02:03:33, 6  -  1 , 4  -  6 , 6  -  3 ,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Alexander Shevchenko,s0h2,Marton Fucsovics,f724,01:23:01, 6  -  4 , 6  -  2 ,-,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Thiago Seyboth Wild,sx91,Jesper de Jong,d0c1,02:00:33, 7  -  6 5 , 6  -  4 ,-,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Vit Kopriva,ki82,Nishesh Basavareddy,b0nn,01:32:34, 6  -  4 , 6  -  2 ,-,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Roman Andres Burruchaga,b0fv,Pablo Carreno Busta,cd85,02:20:03, 3  -  6 , 6  -  3 , 6  -  2 ,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Chun-Hsin Tseng,t0ap,Juan Manuel Cerundolo,c0c8,01:18:46, 6  -  1 , 6  -  4 ,-,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Vilius Gaubas,g0fw,Hugo Dellien,da31,01:39:05, 7  -  5 , 6  -  3 ,-,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Carlos Taberner,te16,Jaime Faria,f0f2,00:29:32,-,-,-,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Tomas Barrios Vera,bs86,Valentin Royer,r0eb,02:56:46, 7  -  5 , 5  -  7 , 7  -  5 ,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Sebastian Ofner,o513,Yannick Hanfmann,h997,01:29:14, 7  -  6 1 , 6  -  2 ,-,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Nicolas Moreno De Alboran,mw18,Giulio Zeppieri,z0a1,01:44:54, 6  -  4 , 3  -  6 , 6  -  1 ,-,-
416,2025,2nd Round Qualifying,internazionali_bnl_d'italia,Otto Virtanen,v0am,Federico Arnaboldi,a0ba,01:03:07, 6  -  3 , 6  -  1 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Nicolas Moreno De Alboran,mw18,Raphael Collignon,c0jp,01:30:24, 6  -  4 , 6  -  4 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Sebastian Ofner,o513,Kamil Majchrzak,mq75,01:28:11, 6  -  4 , 6  -  4 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Cameron Norrie,n771,Jacopo Vasami,v0j1,01:20:38, 6  -  3 , 6  -  2 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Alexander Shevchenko,s0h2,Juan Pablo Ficovich,fa43,01:41:35, 6  -  4 , 6  -  4 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Jesper de Jong,d0c1,Harold Mayot,m0g4,01:27:39, 6  -  2 , 6  -  4 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Federico Arnaboldi,a0ba,Thiago Monteiro,mj08,03:06:01, 7  -  6 5 , 6 5  -  7 , 6  -  3 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Vit Kopriva,ki82,Dalibor Svrcina,s0gd,02:31:46, 6  -  2 , 5  -  7 , 6  -  2 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Pablo Carreno Busta,cd85,Thiago Agustin Tirante,t0a1,01:36:07, 7  -  6 5 , 2  -  1 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Chun-Hsin Tseng,t0ap,Gabriele Piraino,p0i6,01:25:39, 6  -  2 , 6  -  4 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Hugo Dellien,da31,Marc-Andrea Huesler,hh06,02:16:41, 6  -  3 , 6 1  -  7 , 6  -  3 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Tomas Barrios Vera,bs86,Billy Harris,hd68,01:21:28, 6  -  2 , 6  -  4 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Jaime Faria,f0f2,Jerome Kym,k0ep,02:33:06, 4  -  6 , 7  -  6 5 , 6  -  4 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Nishesh Basavareddy,b0nn,Mitchell Krueger,kc12,02:05:08, 7  -  5 , 6  -  1 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Thiago Seyboth Wild,sx91,Pierluigi Basile,b0vx,01:08:40, 6  -  2 , 6  -  3 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Roman Andres Burruchaga,b0fv,Daniel Elahi Galan,ge33,02:22:56, 6  -  4 , 2  -  6 , 6  -  3 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Valentin Royer,r0eb,Federico Agustin Gomez,gj16,02:35:59, 6  -  4 , 4  -  6 , 7  -  5 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Dusan Lajovic,l987,Ethan Quinn,q02l,02:27:02, 7  -  5 , 6 5  -  7 , 6  -  3 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Otto Virtanen,v0am,Tristan Boyer,b0ej,02:33:33, 7  -  6 3 , 4  -  6 , 6  -  3 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Giulio Zeppieri,z0a1,Pavel Kotov,k09f,02:19:48, 4  -  6 , 7  -  5 , 6  -  3 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Yannick Hanfmann,h997,Taro Daniel,da81,02:17:18, 6  -  2 , 4  -  6 , 6  -  4 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Carlos Taberner,te16,Adrian Mannarino,me82,01:44:25, 6  -  1 , 0  -  6 , 6  -  0 ,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Vilius Gaubas,g0fw,Eliot Spizzirri,s0ja,01:11:37, 6  -  1 , 6  -  2 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Juan Manuel Cerundolo,c0c8,Pierre-Hugues Herbert,h996,02:01:45, 6  -  3 , 7  -  6 6 ,-,-,-
416,2025,1st Round Qualifying,internazionali_bnl_d'italia,Marton Fucsovics,f724,Stefano Napolitano,n679,01:16:56, 6  -  2 , 6  -  3 ,-,-,-
414,2025,Final,hamburg_open,Flavio Cobolli,c0e9,Andrey Rublev,re44,01:28:37, 6  -  2 , 6  -  4 ,-,-,-
414,2025,Semifinals,hamburg_open,Andrey Rublev,re44,Felix Auger-Aliassime,ag37,01:25:13, 6  -  1 , 6  -  4 ,-,-,-
414,2025,Semifinals,hamburg_open,Flavio Cobolli,c0e9,Tomas Martin Etcheverry,ea24,02:47:54, 2  -  6 , 7  -  5 , 6  -  4 ,-,-
414,2025,Quarterfinals,hamburg_open,Andrey Rublev,re44,Luciano Darderi,d0fj,01:53:35, 6  -  1 , 3  -  6 , 6  -  3 ,-,-
414,2025,Quarterfinals,hamburg_open,Felix Auger-Aliassime,ag37,Alexandre Muller,mp20,02:58:31, 7  -  6 4 , 6 6  -  7 , 6  -  3 ,-,-
414,2025,Quarterfinals,hamburg_open,Flavio Cobolli,c0e9,Roberto Bautista Agut,bd06,01:24:22, 7  -  6 4 , 6  -  0 ,-,-,-
414,2025,Quarterfinals,hamburg_open,Tomas Martin Etcheverry,ea24,Jiri Lehecka,l0bv,01:52:36, 7  -  5 , 6  -  3 ,-,-,-
414,2025,Round of 16,hamburg_open,Alexandre Muller,mp20,Alexander Zverev,z355,02:40:57, 6  -  3 , 4  -  6 , 7  -  6 5 ,-,-
414,2025,Round of 16,hamburg_open,Roberto Bautista Agut,bd06,Frances Tiafoe,td51,01:26:54, 6  -  2 , 6  -  3 ,-,-,-
414,2025,Round of 16,hamburg_open,Andrey Rublev,re44,Justin Engel,e0dd,01:42:44, 6  -  3 , 7  -  5 ,-,-,-
414,2025,Round of 16,hamburg_open,Jiri Lehecka,l0bv,Francisco Cerundolo,c0au,01:40:50, 7  -  5 , 6  -  2 ,-,-,-
414,2025,Round of 16,hamburg_open,Flavio Cobolli,c0e9,Alejandro Davidovich Fokina,dh50,01:46:22, 6  -  4 , 7  -  5 ,-,-,-
414,2025,Round of 16,hamburg_open,Felix Auger-Aliassime,ag37,Giovanni Mpetshi Perricard,m0gz,01:13:40, 6  -  2 , 6  -  4 ,-,-,-
414,2025,Round of 16,hamburg_open,Luciano Darderi,d0fj,Brandon Nakashima,n0ae,02:47:52, 7  -  5 , 6 7  -  7 , 6  -  2 ,-,-
414,2025,Round of 16,hamburg_open,Tomas Martin Etcheverry,ea24,Camilo Ugo Carabelli,u182,01:54:28, 6  -  4 , 6  -  4 ,-,-,-
414,2025,Round of 32,hamburg_open,Frances Tiafoe,td51,Yunchaokete Bu,y09v,01:28:20, 7  -  5 , 6  -  2 ,-,-,-
414,2025,Round of 32,hamburg_open,Alejandro Davidovich Fokina,dh50,Gael Monfils,mc65,01:23:26, 6  -  3 , 6  -  3 ,-,-,-
414,2025,Round of 32,hamburg_open,Felix Auger-Aliassime,ag37,Daniel Altmaier,ae14,01:19:41, 6  -  3 , 6  -  3 ,-,-,-
414,2025,Round of 32,hamburg_open,Camilo Ugo Carabelli,u182,Sebastian Baez,b0bi,02:25:29, 6  -  3 , 2  -  6 , 6  -  4 ,-,-
414,2025,Round of 32,hamburg_open,Flavio Cobolli,c0e9,Vitaliy Sachko,ss25,02:37:48, 5  -  7 , 6  -  2 , 6  -  2 ,-,-
414,2025,Round of 32,hamburg_open,Tomas Martin Etcheverry,ea24,Francisco Comesana,c0df,01:59:01, 7  -  6 4 , 6  -  3 ,-,-,-
414,2025,Round of 32,hamburg_open,Giovanni Mpetshi Perricard,m0gz,Alexander Bublik,bk92,01:24:17, 7  -  6 6 , 6  -  4 ,-,-,-
414,2025,Round of 32,hamburg_open,Alexander Zverev,z355,Aleksandar Kovacevic,k0az,01:34:45, 6  -  1 , 7  -  6 5 ,-,-,-
414,2025,Round of 32,hamburg_open,Andrey Rublev,re44,Damir Dzumhur,d923,01:29:43, 6  -  4 , 6  -  3 ,-,-,-
414,2025,Round of 32,hamburg_open,Brandon Nakashima,n0ae,Raphael Collignon,c0jp,01:00:53,-,-,-,-,-
414,2025,Round of 32,hamburg_open,Roberto Bautista Agut,bd06,Marcos Giron,gc88,01:37:36, 7  -  6 5 , 6  -  0 ,-,-,-
414,2025,Round of 32,hamburg_open,Justin Engel,e0dd,Jan-Lennard Struff,sl28,01:40:13, 7  -  6 4 , 7  -  6 4 ,-,-,-
414,2025,Round of 32,hamburg_open,Jiri Lehecka,l0bv,Borna Gojo,gh92,01:55:33, 6  -  4 , 3  -  6 , 6  -  2 ,-,-
414,2025,Round of 32,hamburg_open,Alexandre Muller,mp20,Elias Ymer,y218,01:54:55, 6  -  3 , 7  -  5 ,-,-,-
414,2025,Round of 32,hamburg_open,Francisco Cerundolo,c0au,Pedro Martinez,mo44,01:28:29, 6  -  2 , 6  -  3 ,-,-,-
414,2025,Round of 32,hamburg_open,Luciano Darderi,d0fj,Diego Dedura,d0lj,01:09:15, 6  -  1 , 6  -  4 ,-,-,-
414,2025,2nd Round Qualifying,hamburg_open,Aleksandar Kovacevic,k0az,Vitaliy Sachko,ss25,01:06:15, 6  -  1 , 6  -  3 ,-,-,-
414,2025,2nd Round Qualifying,hamburg_open,Raphael Collignon,c0jp,Daniel Dutra da Silva,sg56,01:06:19, 6  -  2 , 6  -  3 ,-,-,-
414,2025,2nd Round Qualifying,hamburg_open,Borna Gojo,gh92,Dimitar Kuzmanov,kc33,01:41:20, 7  -  5 , 6  -  4 ,-,-,-
414,2025,2nd Round Qualifying,hamburg_open,Elias Ymer,y218,Marko Topo,t0fi,02:56:56, 6 5  -  7 , 6  -  4 , 6  -  4 ,-,-
414,2025,1st Round Qualifying,hamburg_open,Dimitar Kuzmanov,kc33,Aleksandar Vukic,v832,01:33:21, 6  -  4 , 6  -  2 ,-,-,-
414,2025,1st Round Qualifying,hamburg_open,Aleksandar Kovacevic,k0az,Max Wiskandt,w0bb,01:38:51, 7  -  6 4 , 6  -  4 ,-,-,-
414,2025,1st Round Qualifying,hamburg_open,Elias Ymer,y218,Christopher O'Connell,o483,02:16:14, 6  -  2 , 3  -  6 , 6  -  4 ,-,-
414,2025,1st Round Qualifying,hamburg_open,Raphael Collignon,c0jp,Patrick Zahraj,z09f,01:42:18, 6  -  3 , 7  -  6 3 ,-,-,-
414,2025,1st Round Qualifying,hamburg_open,Marko Topo,t0fi,Emilio Nava,n0am,01:51:29, 6  -  3 , 3  -  6 , 6  -  2 ,-,-
414,2025,1st Round Qualifying,hamburg_open,Daniel Dutra da Silva,sg56,Max Hans Rehberg,r0ed,01:43:42, 6  -  4 , 6  -  4 ,-,-,-
414,2025,1st Round Qualifying,hamburg_open,Borna Gojo,gh92,Mika Petkovic,p0o9,01:07:34, 6  -  3 , 6  -  2 ,-,-,-
414,2025,1st Round Qualifying,hamburg_open,Vitaliy Sachko,ss25,Denis Yevseyev,y171,01:12:08, 6  -  2 , 6  -  1 ,-,-,-
322,2025,Final,gonet_geneva_open,Novak Djokovic,d643,Hubert Hurkacz,hb71,03:05:33, 5  -  7 , 7  -  6 2 , 7  -  6 2 ,-,-
322,2025,Semifinals,gonet_geneva_open,Novak Djokovic,d643,Cameron Norrie,n771,02:14:49, 6  -  4 , 6 6  -  7 , 6  -  1 ,-,-
322,2025,Semifinals,gonet_geneva_open,Hubert Hurkacz,hb71,Sebastian Ofner,o513,01:00:40, 6  -  3 , 6  -  4 ,-,-,-
322,2025,Quarterfinals,gonet_geneva_open,Hubert Hurkacz,hb71,Taylor Fritz,fb98,01:25:20, 6  -  3 , 7  -  6 5 ,-,-,-
322,2025,Quarterfinals,gonet_geneva_open,Novak Djokovic,d643,Matteo Arnaldi,a0fc,01:39:16, 6  -  4 , 6  -  4 ,-,-,-
322,2025,Quarterfinals,gonet_geneva_open,Sebastian Ofner,o513,Karen Khachanov,ke29,01:56:36, 4  -  6 , 6  -  4 , 6  -  4 ,-,-
322,2025,Quarterfinals,gonet_geneva_open,Cameron Norrie,n771,Alexei Popyrin,p09z,01:43:52, 7  -  6 6 , 6  -  4 ,-,-,-
322,2025,Round of 16,gonet_geneva_open,Taylor Fritz,fb98,Quentin Halys,hb64,01:35:53, 6  -  4 , 7  -  6 5 ,-,-,-
322,2025,Round of 16,gonet_geneva_open,Novak Djokovic,d643,Marton Fucsovics,f724,01:17:19, 6  -  2 , 6  -  3 ,-,-,-
322,2025,Round of 16,gonet_geneva_open,Cameron Norrie,n771,Tomas Machac,m0fh,01:45:15, 3  -  6 , 6  -  2 , 4  -  3 ,-,-
322,2025,Round of 16,gonet_geneva_open,Alexei Popyrin,p09z,Jacob Fearnley,f0by,01:10:16, 6  -  4 , 6  -  3 ,-,-,-
322,2025,Round of 16,gonet_geneva_open,Hubert Hurkacz,hb71,Arthur Rinderknech,rc91,01:01:15, 6  -  4 , 6  -  1 ,-,-,-
322,2025,Round of 16,gonet_geneva_open,Matteo Arnaldi,a0fc,Fabian Marozsan,m0ci,01:52:10, 6  -  3 , 7  -  6 3 ,-,-,-
322,2025,Round of 16,gonet_geneva_open,Sebastian Ofner,o513,Nuno Borges,bt72,01:53:53, 7  -  6 2 , 7  -  6 4 ,-,-,-
322,2025,Round of 16,gonet_geneva_open,Karen Khachanov,ke29,Kei Nishikori,n552,01:24:26, 7  -  5 , 2  -  5 ,-,-,-
322,2025,Round of 32,gonet_geneva_open,Hubert Hurkacz,hb71,Arthur Cazaux,c0h0,01:17:56, 6  -  3 , 6  -  4 ,-,-,-
322,2025,Round of 32,gonet_geneva_open,Fabian Marozsan,m0ci,Karue Sell,sm88,00:45:52, 6  -  1 , 6  -  1 ,-,-,-
322,2025,Round of 32,gonet_geneva_open,Arthur Rinderknech,rc91,Miomir Kecmanovic,ki95,01:13:35, 6  -  4 , 6  -  2 ,-,-,-
322,2025,Round of 32,gonet_geneva_open,Matteo Arnaldi,a0fc,Hugo Gaston,g09o,02:24:33, 6 6  -  7 , 6  -  4 , 6  -  4 ,-,-
322,2025,Round of 32,gonet_geneva_open,Jacob Fearnley,f0by,Dusan Lajovic,l987,01:12:00, 6  -  4 , 6  -  1 ,-,-,-
322,2025,Round of 32,gonet_geneva_open,Marton Fucsovics,f724,Zizou Bergs,bu13,01:20:21, 6  -  2 , 6  -  3 ,-,-,-
322,2025,Round of 32,gonet_geneva_open,Quentin Halys,hb64,Jaume Munar,mu94,02:23:10, 4  -  6 , 6  -  3 , 7  -  6 5 ,-,-
322,2025,Round of 32,gonet_geneva_open,Kei Nishikori,n552,Learner Tien,t0ha,02:06:30, 4  -  6 , 6  -  4 , 6  -  4 ,-,-
322,2025,Round of 32,gonet_geneva_open,Cameron Norrie,n771,Dominic Stricker,s0la,01:35:53, 7  -  6 2 , 6  -  3 ,-,-,-
322,2025,Round of 32,gonet_geneva_open,Sebastian Ofner,o513,Ivan Gakhov,ge28,00:53:34, 6  -  1 , 6  -  2 ,-,-,-
322,2025,Round of 32,gonet_geneva_open,Alexei Popyrin,p09z,Nicolas Jarry,j551,02:27:21, 6  -  4 , 3  -  6 , 7  -  5 ,-,-
322,2025,Round of 32,gonet_geneva_open,Nuno Borges,bt72,Alex Michelsen,m0qi,01:41:45, 4  -  6 , 6  -  3 , 6  -  3 ,-,-
322,2025,2nd Round Qualifying,gonet_geneva_open,Cameron Norrie,n771,Jenson Brooksby,b0cd,01:15:07, 6  -  4 , 6  -  1 ,-,-,-
322,2025,2nd Round Qualifying,gonet_geneva_open,Sebastian Ofner,o513,Reilly Opelka,o522,01:36:27, 7  -  5 , 7  -  6 2 ,-,-,-
322,2025,2nd Round Qualifying,gonet_geneva_open,Ivan Gakhov,ge28,Kilian Feldbausch,f0f4,02:20:37, 6  -  3 , 4  -  6 , 7  -  5 ,-,-
322,2025,2nd Round Qualifying,gonet_geneva_open,Karue Sell,sm88,Remy Bertola,bu70,01:53:46, 3  -  6 , 6  -  4 , 6  -  4 ,-,-
322,2025,1st Round Qualifying,gonet_geneva_open,Remy Bertola,bu70,James Duckworth,d994,01:33:38, 7  -  6 3 , 6  -  4 ,-,-,-
322,2025,1st Round Qualifying,gonet_geneva_open,Cameron Norrie,n771,Ergi Kirkin,ki48,01:18:02, 6  -  1 , 6  -  3 ,-,-,-
322,2025,1st Round Qualifying,gonet_geneva_open,Reilly Opelka,o522,Enrico Dalla Valle,dg80,01:28:53, 6  -  4 , 6  -  4 ,-,-,-
322,2025,1st Round Qualifying,gonet_geneva_open,Ivan Gakhov,ge28,Thiago Monteiro,mj08,02:27:02, 4  -  6 , 7  -  6 3 , 6  -  3 ,-,-
322,2025,1st Round Qualifying,gonet_geneva_open,Kilian Feldbausch,f0f4,Tristan Schoolkate,s0n0,02:03:11, 6  -  4 , 2  -  6 , 6  -  4 ,-,-
322,2025,1st Round Qualifying,gonet_geneva_open,Sebastian Ofner,o513,Leo Borg,b0jg,01:14:19, 6  -  3 , 7  -  5 ,-,-,-
322,2025,1st Round Qualifying,gonet_geneva_open,Karue Sell,sm88,Pierre-Hugues Herbert,h996,02:15:33, 6  -  2 , 4  -  6 , 6  -  4 ,-,-
322,2025,1st Round Qualifying,gonet_geneva_open,Jenson Brooksby,b0cd,Radu Albot,a829,02:01:57, 6  -  3 , 4  -  6 , 6  -  2 ,-,-
520,2025,Final,roland_garros,Carlos Alcaraz,a0e2,Jannik Sinner,s0ag,(2), 4  -  6 , 6 4  -  7 , 6  -  4 , 7  -  6 3 , 7  -  6 2 
520,2025,Semifinals,roland_garros,Jannik Sinner,s0ag,Novak Djokovic,d643,(1), 6  -  4 , 7  -  5 , 7  -  6 3 ,-,-
520,2025,Semifinals,roland_garros,Carlos Alcaraz,a0e2,Lorenzo Musetti,m0ej,(2), 4  -  6 , 7  -  6 3 , 6  -  0 , 2  -  0 ,-
520,2025,Quarterfinals,roland_garros,Jannik Sinner,s0ag,Alexander Bublik,bk92,(1), 6  -  1 , 7  -  5 , 6  -  0 ,-,-
520,2025,Quarterfinals,roland_garros,Novak Djokovic,d643,Alexander Zverev,z355,(6), 4  -  6 , 6  -  3 , 6  -  2 , 6  -  4 ,-
520,2025,Quarterfinals,roland_garros,Carlos Alcaraz,a0e2,Tommy Paul,pl56,(2), 6  -  0 , 6  -  1 , 6  -  4 ,-,-
520,2025,Quarterfinals,roland_garros,Lorenzo Musetti,m0ej,Frances Tiafoe,td51,(8), 6  -  2 , 4  -  6 , 7  -  5 , 6  -  2 ,-
520,2025,Round of 16,roland_garros,Jannik Sinner,s0ag,Andrey Rublev,re44,(1), 6  -  1 , 6  -  3 , 6  -  4 ,-,-
520,2025,Round of 16,roland_garros,Alexander Zverev,z355,Tallon Griekspoor,gj37,(3), 6  -  4 , 3  -  0 ,-,-,-
520,2025,Round of 16,roland_garros,Alexander Bublik,bk92,Jack Draper,d0co,, 5  -  7 , 6  -  3 , 6  -  2 , 6  -  4 ,-
520,2025,Round of 16,roland_garros,Novak Djokovic,d643,Cameron Norrie,n771,(6), 6  -  2 , 6  -  3 , 6  -  2 ,-,-
520,2025,Round of 16,roland_garros,Carlos Alcaraz,a0e2,Ben Shelton,s0s1,(2), 7  -  6 8 , 6  -  3 , 4  -  6 , 6  -  4 ,-
520,2025,Round of 16,roland_garros,Lorenzo Musetti,m0ej,Holger Rune,r0dg,(8), 7  -  5 , 3  -  6 , 6  -  3 , 6  -  2 ,-
520,2025,Round of 16,roland_garros,Tommy Paul,pl56,Alexei Popyrin,p09z,(12), 6  -  3 , 6  -  3 , 6  -  3 ,-,-
520,2025,Round of 16,roland_garros,Frances Tiafoe,td51,Daniel Altmaier,ae14,(15), 6  -  3 , 6  -  4 , 7  -  6 4 ,-,-
520,2025,Round of 32,roland_garros,Jannik Sinner,s0ag,Jiri Lehecka,l0bv,(1), 6  -  0 , 6  -  1 , 6  -  2 ,-,-
520,2025,Round of 32,roland_garros,Alexander Zverev,z355,Flavio Cobolli,c0e9,(3), 6  -  2 , 7  -  6 4 , 6  -  1 ,-,-
520,2025,Round of 32,roland_garros,Jack Draper,d0co,Joao Fonseca,f0fv,(5), 6  -  2 , 6  -  4 , 6  -  2 ,-,-
520,2025,Round of 32,roland_garros,Novak Djokovic,d643,Filip Misolic,m0jz,(6), 6  -  3 , 6  -  4 , 6  -  2 ,-,-
520,2025,Round of 32,roland_garros,Andrey Rublev,re44,Arthur Fils,f0f1,(17),-,-,-,-,-
520,2025,Round of 32,roland_garros,Alexander Bublik,bk92,Henrique Rocha,r0go,, 7  -  5 , 6  -  1 , 6  -  2 ,-,-
520,2025,Round of 32,roland_garros,Tallon Griekspoor,gj37,Ethan Quinn,q02l,, 4  -  6 , 6  -  1 , 6 2  -  7 , 6  -  1 , 6  -  4 
520,2025,Round of 32,roland_garros,Cameron Norrie,n771,Jacob Fearnley,f0by,, 6  -  3 , 7  -  6 1 , 6  -  2 ,-,-
520,2025,Round of 32,roland_garros,Carlos Alcaraz,a0e2,Damir Dzumhur,d923,(2), 6  -  1 , 6  -  3 , 4  -  6 , 6  -  4 ,-
520,2025,Round of 32,roland_garros,Lorenzo Musetti,m0ej,Mariano Navone,n0bs,(8), 4  -  6 , 6  -  4 , 6  -  3 , 6  -  2 ,-
520,2025,Round of 32,roland_garros,Holger Rune,r0dg,Quentin Halys,hb64,(10), 4  -  6 , 6  -  2 , 5  -  7 , 7  -  5 , 6  -  2 
520,2025,Round of 32,roland_garros,Tommy Paul,pl56,Karen Khachanov,ke29,(12), 6  -  3 , 3  -  6 , 7  -  6 7 , 3  -  6 , 6  -  3 
520,2025,Round of 32,roland_garros,Ben Shelton,s0s1,Matteo Gigante,g0gd,(13), 6  -  3 , 6  -  3 , 6  -  4 ,-,-
520,2025,Round of 32,roland_garros,Frances Tiafoe,td51,Sebastian Korda,k0ah,(15), 7  -  6 6 , 6  -  3 , 6  -  4 ,-,-
520,2025,Round of 32,roland_garros,Alexei Popyrin,p09z,Nuno Borges,bt72,(25), 6  -  4 , 7  -  6 11 , 7  -  6 5 ,-,-
520,2025,Round of 32,roland_garros,Daniel Altmaier,ae14,Hamad Medjedovic,m0jf,, 4  -  6 , 6  -  3 , 6  -  3 , 6  -  2 ,-
520,2025,Round of 64,roland_garros,Jannik Sinner,s0ag,Richard Gasquet,g628,(1), 6  -  3 , 6  -  0 , 6  -  4 ,-,-
520,2025,Round of 64,roland_garros,Alexander Zverev,z355,Jesper de Jong,d0c1,(3), 3  -  6 , 6  -  1 , 6  -  2 , 6  -  3 ,-
520,2025,Round of 64,roland_garros,Jack Draper,d0co,Gael Monfils,mc65,(5), 6  -  3 , 4  -  6 , 6  -  3 , 7  -  5 ,-
520,2025,Round of 64,roland_garros,Novak Djokovic,d643,Corentin Moutet,mw02,(6), 6  -  3 , 6  -  2 , 7  -  6 1 ,-,-
520,2025,Round of 64,roland_garros,Alexander Bublik,bk92,Alex de Minaur,dh58,, 2  -  6 , 2  -  6 , 6  -  4 , 6  -  3 , 6  -  2 
520,2025,Round of 64,roland_garros,Arthur Fils,f0f1,Jaume Munar,mu94,(14), 7  -  6 3 , 7  -  6 4 , 2  -  6 , 0  -  6 , 6  -  4 
520,2025,Round of 64,roland_garros,Andrey Rublev,re44,Adam Walton,w09e,(17), 7  -  6 1 , 6  -  1 , 7  -  6 5 ,-,-
520,2025,Round of 64,roland_garros,Henrique Rocha,r0go,Jakub Mensik,m0ni,(Q), 2  -  6 , 1  -  6 , 6  -  4 , 6  -  3 , 6  -  3 
520,2025,Round of 64,roland_garros,Jacob Fearnley,f0by,Ugo Humbert,hh26,, 6  -  3 , 4  -  4 ,-,-,-
