Tournament ID,Year,Round,Location,Winner,Winner ID,Loser,Loser Id,Match Length,1st Set,2nd Set,3rd Set,4th Set,5th Set
339,2025,Final,brisbane_international_presented_by_evie,Jiri Lehecka,l0bv,Reilly Opelka,o522,00:13:09,-,-,-,-,-
339,2025,Semifinals,brisbane_international_presented_by_evie,Jiri Lehecka,l0bv,Grigor Dimitrov,d875,01:23:33, 6  -  4 , 4  -  4 ,-,-,-
339,2025,Semifinals,brisbane_international_presented_by_evie,Reilly Opelka,o522,Giovanni Mpetshi Perricard,m0gz,01:26:13, 6  -  3 , 7  -  6 4 ,-,-,-
339,2025,Quarterfinals,brisbane_international_presented_by_evie,Reilly Opelka,o522,Novak Djokovic,d643,01:40:11, 7  -  6 6 , 6  -  3 ,-,-,-
339,2025,Quarterfinals,brisbane_international_presented_by_evie,Grigor Dimitrov,d875,Jordan Thompson,tc61,00:43:03, 6  -  1 , 2  -  1 ,-,-,-
339,2025,Quarterfinals,brisbane_international_presented_by_evie,Jiri Lehecka,l0bv,Nicolas Jarry,j551,01:29:50, 6  -  4 , 6  -  4 ,-,-,-
339,2025,Quarterfinals,brisbane_international_presented_by_evie,Giovanni Mpetshi Perricard,m0gz,Jakub Mensik,m0ni,01:32:08, 7  -  5 , 7  -  6 5 ,-,-,-
339,2025,Round of 16,brisbane_international_presented_by_evie,Novak Djokovic,d643,Gael Monfils,mc65,01:12:49, 6  -  3 , 6  -  3 ,-,-,-
339,2025,Round of 16,brisbane_international_presented_by_evie,Giovanni Mpetshi Perricard,m0gz,Frances Tiafoe,td51,01:32:51, 6  -  4 , 7  -  6 4 ,-,-,-
339,2025,Round of 16,brisbane_international_presented_by_evie,Jakub Mensik,m0ni,Dusan Lajovic,l987,01:05:11, 6  -  3 , 6  -  2 ,-,-,-
339,2025,Round of 16,brisbane_international_presented_by_evie,Reilly Opelka,o522,Matteo Arnaldi,a0fc,01:56:38, 7  -  6 9 , 7  -  6 4 ,-,-,-
339,2025,Round of 16,brisbane_international_presented_by_evie,Grigor Dimitrov,d875,Aleksandar Vukic,v832,01:23:14, 6  -  2 , 7  -  6 5 ,-,-,-
339,2025,Round of 16,brisbane_international_presented_by_evie,Jordan Thompson,tc61,Alex Michelsen,m0qi,01:42:45, 7  -  5 , 6  -  3 ,-,-,-
339,2025,Round of 16,brisbane_international_presented_by_evie,Nicolas Jarry,j551,Benjamin Bonzi,bm95,01:05:59, 6  -  2 , 6  -  3 ,-,-,-
339,2025,Round of 16,brisbane_international_presented_by_evie,Jiri Lehecka,l0bv,Yoshihito Nishioka,n732,02:19:43, 6  -  2 , 6 5  -  7 , 6  -  4 ,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Novak Djokovic,d643,Rinky Hijikata,h0bh,01:14:39, 6  -  3 , 6  -  3 ,-,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Frances Tiafoe,td51,Adam Walton,w09e,01:30:47, 7  -  6 5 , 6  -  3 ,-,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Matteo Arnaldi,a0fc,Alexei Popyrin,p09z,01:09:19, 6  -  3 , 6  -  2 ,-,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Dusan Lajovic,l987,Arthur Cazaux,c0h0,01:41:37, 6  -  4 , 6  -  4 ,-,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Jakub Mensik,m0ni,Mikhail Kukushkin,k926,01:34:19, 7  -  6 3 , 6  -  4 ,-,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Gael Monfils,mc65,Nishesh Basavareddy,b0nn,01:49:42, 6  -  4 , 4  -  6 , 6  -  1 ,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Giovanni Mpetshi Perricard,m0gz,Nick Kyrgios,ke17,02:27:14, 7  -  6 2 , 6 4  -  7 , 7  -  6 3 ,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Reilly Opelka,o522,Federico Agustin Gomez,gj16,01:15:29, 7  -  5 , 6  -  4 ,-,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Grigor Dimitrov,d875,Yannick Hanfmann,h997,01:47:44, 7  -  6 5 , 6  -  3 ,-,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Jiri Lehecka,l0bv,Holger Rune,r0dg,01:24:42, 7  -  5 , 6  -  3 ,-,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Benjamin Bonzi,bm95,Alejandro Tabilo,te30,02:48:51, 6 8  -  7 , 7  -  6 5 , 6  -  4 ,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Jordan Thompson,tc61,Matteo Berrettini,bk40,02:14:08, 3  -  6 , 6  -  3 , 6  -  4 ,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Nicolas Jarry,j551,Mariano Navone,n0bs,01:48:45, 7  -  5 , 7  -  6 7 ,-,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Alex Michelsen,m0qi,Christopher O'Connell,o483,02:24:25, 6  -  4 , 4  -  6 , 7  -  6 10 ,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Yoshihito Nishioka,n732,Arthur Rinderknech,rc91,01:14:45, 6  -  3 , 6  -  4 ,-,-,-
339,2025,Round of 32,brisbane_international_presented_by_evie,Aleksandar Vukic,v832,David Goffin,gb88,01:22:13, 6  -  2 , 6  -  3 ,-,-,-
339,2025,2nd Round Qualifying,brisbane_international_presented_by_evie,Yoshihito Nishioka,n732,Li Tu,tc01,02:04:17, 6  -  3 , 2  -  6 , 6  -  4 ,-,-
339,2025,2nd Round Qualifying,brisbane_international_presented_by_evie,Benjamin Bonzi,bm95,Adrian Andreev,a0ab,00:20:21,-,-,-,-,-
339,2025,2nd Round Qualifying,brisbane_international_presented_by_evie,Federico Agustin Gomez,gj16,Dusan Lajovic,l987,01:09:29, 6  -  1 , 7  -  6 4 ,-,-,-
339,2025,2nd Round Qualifying,brisbane_international_presented_by_evie,Yannick Hanfmann,h997,Richard Gasquet,g628,01:37:58, 7  -  6 4 , 6  -  3 ,-,-,-
339,2025,2nd Round Qualifying,brisbane_international_presented_by_evie,Nishesh Basavareddy,b0nn,Lucas Pouille,pf39,01:16:35, 6  -  4 , 6  -  4 ,-,-,-
339,2025,2nd Round Qualifying,brisbane_international_presented_by_evie,Mikhail Kukushkin,k926,Tristan Schoolkate,s0n0,01:36:43, 6  -  4 , 6  -  4 ,-,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Yoshihito Nishioka,n732,Alex Bolt,bi81,01:39:17, 6  -  2 , 7  -  6 4 ,-,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Benjamin Bonzi,bm95,James McCabe,m0oq,01:10:47, 6  -  3 , 6  -  2 ,-,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Dusan Lajovic,l987,Casey Hoole,h0eq,01:59:38, 5  -  7 , 7  -  5 , 2  -  0 ,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Tristan Schoolkate,s0n0,James Duckworth,d994,01:21:56, 6  -  4 , 6  -  4 ,-,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Yannick Hanfmann,h997,Jacob Bradshaw,b0ot,01:19:12, 6  -  4 , 6  -  2 ,-,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Lucas Pouille,pf39,Jason Kubler,kb95,02:29:50, 4  -  6 , 6  -  3 , 7  -  6 6 ,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Mikhail Kukushkin,k926,Andrea Collarini,cc66,01:34:51, 6  -  2 , 6  -  4 ,-,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Adrian Andreev,a0ab,Chun-Hsin Tseng,t0ap,02:52:37, 6  -  4 , 3  -  6 , 7  -  6 5 ,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Richard Gasquet,g628,Derek Pham,p0kj,00:57:49, 6  -  1 , 6  -  2 ,-,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Li Tu,tc01,Lukas Klein,ki63,01:17:41, 6  -  4 , 6  -  4 ,-,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Federico Agustin Gomez,gj16,Ugo Blanchet,bv16,01:50:21, 3  -  6 , 6  -  3 , 7  -  5 ,-,-
339,2025,1st Round Qualifying,brisbane_international_presented_by_evie,Nishesh Basavareddy,b0nn,Borna Gojo,gh92,02:26:40, 4  -  6 , 7  -  6 4 , 6  -  4 ,-,-
336,2025,Final,bank_of_china_hong_kong_tennis_open,Alexandre Muller,mp20,Kei Nishikori,n552,01:43:18, 2  -  6 , 6  -  1 , 6  -  3 ,-,-
336,2025,Semifinals,bank_of_china_hong_kong_tennis_open,Alexandre Muller,mp20,Jaume Munar,mu94,02:25:41, 4  -  6 , 7  -  6 5 , 6  -  4 ,-,-
336,2025,Semifinals,bank_of_china_hong_kong_tennis_open,Kei Nishikori,n552,Juncheng Shang,s0re,00:20:58,-,-,-,-,-
336,2025,Quarterfinals,bank_of_china_hong_kong_tennis_open,Jaume Munar,mu94,Lorenzo Musetti,m0ej,02:36:25, 2  -  6 , 7  -  6 4 , 7  -  5 ,-,-
336,2025,Quarterfinals,bank_of_china_hong_kong_tennis_open,Alexandre Muller,mp20,Arthur Fils,f0f1,01:51:03, 3  -  6 , 6  -  3 , 6  -  1 ,-,-
336,2025,Quarterfinals,bank_of_china_hong_kong_tennis_open,Kei Nishikori,n552,Cameron Norrie,n771,01:41:14, 6  -  3 , 3  -  6 , 6  -  2 ,-,-
336,2025,Quarterfinals,bank_of_china_hong_kong_tennis_open,Juncheng Shang,s0re,Fabian Marozsan,m0ci,01:44:24, 1  -  6 , 6  -  3 , 6  -  4 ,-,-
336,2025,Round of 16,bank_of_china_hong_kong_tennis_open,Fabian Marozsan,m0ci,Andrey Rublev,re44,01:58:21, 7  -  5 , 3  -  6 , 6  -  3 ,-,-
336,2025,Round of 16,bank_of_china_hong_kong_tennis_open,Lorenzo Musetti,m0ej,Gabriel Diallo,d0f6,01:26:19, 6  -  4 , 6  -  3 ,-,-,-
336,2025,Round of 16,bank_of_china_hong_kong_tennis_open,Jaume Munar,mu94,Nuno Borges,bt72,01:23:42, 6  -  3 , 7  -  5 ,-,-,-
336,2025,Round of 16,bank_of_china_hong_kong_tennis_open,Juncheng Shang,s0re,Pedro Martinez,mo44,01:17:00, 6  -  3 , 6  -  1 ,-,-,-
336,2025,Round of 16,bank_of_china_hong_kong_tennis_open,Kei Nishikori,n552,Karen Khachanov,ke29,02:09:23, 4  -  6 , 6  -  3 , 7  -  5 ,-,-
336,2025,Round of 16,bank_of_china_hong_kong_tennis_open,Arthur Fils,f0f1,Zizou Bergs,bu13,01:40:06, 7  -  6 7 , 6  -  4 ,-,-,-
336,2025,Round of 16,bank_of_china_hong_kong_tennis_open,Alexandre Muller,mp20,Miomir Kecmanovic,ki95,03:30:08, 5  -  7 , 7  -  6 6 , 7  -  6 10 ,-,-
336,2025,Round of 16,bank_of_china_hong_kong_tennis_open,Cameron Norrie,n771,Lorenzo Sonego,su87,02:24:26, 6  -  2 , 4  -  6 , 6  -  1 ,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Nuno Borges,bt72,Yunchaokete Bu,y09v,02:14:07, 3  -  6 , 6  -  3 , 7  -  6 6 ,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Pedro Martinez,mo44,Francesco Passaro,p0ct,01:29:46, 6  -  4 , 6  -  4 ,-,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Zizou Bergs,bu13,Alejandro Moro Canas,m0ht,01:31:27, 6  -  4 , 6  -  4 ,-,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Gabriel Diallo,d0f6,Roberto Carballes Baena,cf59,02:49:36, 4  -  6 , 7  -  6 4 , 7  -  5 ,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Alexandre Muller,mp20,Marc-Andrea Huesler,hh06,02:05:18, 2  -  6 , 6  -  4 , 6  -  3 ,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Jaume Munar,mu94,Alejandro Davidovich Fokina,dh50,01:57:11, 4  -  6 , 6  -  3 , 6  -  3 ,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Kei Nishikori,n552,Denis Shapovalov,su55,00:58:06, 6  -  2 , 6  -  3 ,-,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Juncheng Shang,s0re,Coleman Wong,w0bh,01:29:51, 7  -  6 3 , 6  -  4 ,-,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Lorenzo Sonego,su87,Brandon Nakashima,n0ae,01:30:59, 7  -  6 4 , 6  -  3 ,-,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Miomir Kecmanovic,ki95,Luciano Darderi,d0fj,01:07:16, 6  -  3 , 6  -  3 ,-,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Fabian Marozsan,m0ci,Roman Safiullin,sx50,01:33:27, 6  -  1 , 7  -  6 9 ,-,-,-
336,2025,Round of 32,bank_of_china_hong_kong_tennis_open,Cameron Norrie,n771,Learner Tien,t0ha,01:38:10, 6  -  3 , 7  -  5 ,-,-,-
336,2025,2nd Round Qualifying,bank_of_china_hong_kong_tennis_open,Marc-Andrea Huesler,hh06,Pavel Kotov,k09f,01:44:15, 7  -  6 7 , 6  -  4 ,-,-,-
336,2025,2nd Round Qualifying,bank_of_china_hong_kong_tennis_open,Gabriel Diallo,d0f6,Hugo Grenier,gf95,01:52:01, 4  -  6 , 6  -  1 , 7  -  5 ,-,-
336,2025,2nd Round Qualifying,bank_of_china_hong_kong_tennis_open,Francesco Passaro,p0ct,Denis Yevseyev,y171,01:57:29, 4  -  6 , 6  -  2 , 6  -  4 ,-,-
336,2025,2nd Round Qualifying,bank_of_china_hong_kong_tennis_open,Alejandro Moro Canas,m0ht,Jie Cui,c0aj,01:25:08, 6  -  2 , 6  -  3 ,-,-,-
336,2025,1st Round Qualifying,bank_of_china_hong_kong_tennis_open,Pavel Kotov,k09f,Valentin Royer,r0eb,02:36:20, 3  -  6 , 7  -  5 , 7  -  6 5 ,-,-
336,2025,1st Round Qualifying,bank_of_china_hong_kong_tennis_open,Gabriel Diallo,d0f6,Ki Lung Ng,n0aj,01:51:53, 7  -  6 2 , 6  -  2 ,-,-,-
336,2025,1st Round Qualifying,bank_of_china_hong_kong_tennis_open,Alejandro Moro Canas,m0ht,Daniel Altmaier,ae14,01:15:50, 6  -  4 , 6  -  3 ,-,-,-
336,2025,1st Round Qualifying,bank_of_china_hong_kong_tennis_open,Francesco Passaro,p0ct,Aziz Dougaz,df88,01:59:48, 7  -  5 , 4  -  6 , 6  -  3 ,-,-
336,2025,1st Round Qualifying,bank_of_china_hong_kong_tennis_open,Marc-Andrea Huesler,hh06,Laslo Djere,db63,01:41:33, 7  -  5 , 6  -  4 ,-,-,-
336,2025,1st Round Qualifying,bank_of_china_hong_kong_tennis_open,Jie Cui,c0aj,Juan Manuel Cerundolo,c0c8,01:40:06, 6  -  2 , 6  -  4 ,-,-,-
336,2025,1st Round Qualifying,bank_of_china_hong_kong_tennis_open,Denis Yevseyev,y171,Cristian Garin,gd64,01:45:46, 6  -  4 , 2  -  6 , 6  -  2 ,-,-
336,2025,1st Round Qualifying,bank_of_china_hong_kong_tennis_open,Hugo Grenier,gf95,Terence Atmane,a0gc,01:52:43, 3  -  6 , 6  -  3 , 6  -  4 ,-,-
8998,2025,Final,adelaide_international,Felix Auger-Aliassime,ag37,Sebastian Korda,k0ah,01:49:53, 6  -  3 , 3  -  6 , 6  -  1 ,-,-
8998,2025,Semifinals,adelaide_international,Felix Auger-Aliassime,ag37,Tommy Paul,pl56,02:44:50, 7  -  6 3 , 3  -  6 , 6  -  4 ,-,-
8998,2025,Semifinals,adelaide_international,Sebastian Korda,k0ah,Miomir Kecmanovic,ki95,01:19:00, 6  -  3 , 7  -  6 4 ,-,-,-
8998,2025,Quarterfinals,adelaide_international,Tommy Paul,pl56,Rinky Hijikata,h0bh,01:18:43, 6  -  3 , 6  -  4 ,-,-,-
8998,2025,Quarterfinals,adelaide_international,Sebastian Korda,k0ah,Thanasi Kokkinakis,kd46,(2),-,-,-,-,-
8998,2025,Quarterfinals,adelaide_international,Felix Auger-Aliassime,ag37,Marcos Giron,gc88,01:40:53, 7  -  6 3 , 6  -  3 ,-,-,-
8998,2025,Quarterfinals,adelaide_international,Miomir Kecmanovic,ki95,Benjamin Bonzi,bm95,01:04:09, 6  -  2 , 6  -  3 ,-,-,-
8998,2025,Round of 16,adelaide_international,Tommy Paul,pl56,Manuel Guinard,gh33,01:51:42, 6  -  4 , 3  -  6 , 6  -  3 ,-,-
8998,2025,Round of 16,adelaide_international,Sebastian Korda,k0ah,Alejandro Davidovich Fokina,dh50,01:31:43, 6  -  3 , 6  -  3 ,-,-,-
8998,2025,Round of 16,adelaide_international,Felix Auger-Aliassime,ag37,Arthur Cazaux,c0h0,02:33:34, 1  -  6 , 6  -  4 , 7  -  5 ,-,-
8998,2025,Round of 16,adelaide_international,Rinky Hijikata,h0bh,Brandon Nakashima,n0ae,02:01:39, 6  -  2 , 3  -  6 , 7  -  6 5 ,-,-
8998,2025,Round of 16,adelaide_international,Thanasi Kokkinakis,kd46,Tomas Martin Etcheverry,ea24,03:02:50, 7  -  5 , 4  -  6 , 7  -  6 4 ,-,-
8998,2025,Round of 16,adelaide_international,Benjamin Bonzi,bm95,Li Tu,tc01,01:25:16, 6  -  3 , 6  -  3 ,-,-,-
8998,2025,Round of 16,adelaide_international,Marcos Giron,gc88,Denis Shapovalov,su55,01:18:37, 7  -  5 , 6  -  2 ,-,-,-
8998,2025,Round of 16,adelaide_international,Miomir Kecmanovic,ki95,Christopher O'Connell,o483,01:31:03, 7  -  6 1 , 6  -  2 ,-,-,-
8998,2025,Round of 32,adelaide_international,Miomir Kecmanovic,ki95,Alexander Bublik,bk92,01:02:58, 6  -  4 , 6  -  2 ,-,-,-
8998,2025,Round of 32,adelaide_international,Brandon Nakashima,n0ae,Yannick Hanfmann,h997,01:40:57, 6  -  1 , 2  -  6 , 6  -  3 ,-,-
8998,2025,Round of 32,adelaide_international,Tomas Martin Etcheverry,ea24,Tristan Schoolkate,s0n0,01:51:50, 7  -  6 8 , 6  -  3 ,-,-,-
8998,2025,Round of 32,adelaide_international,Arthur Cazaux,c0h0,Adam Walton,w09e,01:42:28, 7  -  5 , 6  -  1 ,-,-,-
8998,2025,Round of 32,adelaide_international,Marcos Giron,gc88,Aleksandar Vukic,v832,01:43:18, 6  -  2 , 3  -  6 , 6  -  3 ,-,-
8998,2025,Round of 32,adelaide_international,Manuel Guinard,gh33,Roman Safiullin,sx50,02:07:58, 7  -  6 4 , 2  -  6 , 6  -  1 ,-,-
8998,2025,Round of 32,adelaide_international,Rinky Hijikata,h0bh,David Goffin,gb88,01:12:46, 6  -  1 , 6  -  2 ,-,-,-
8998,2025,Round of 32,adelaide_international,Li Tu,tc01,James Duckworth,d994,01:13:44, 6  -  1 , 7  -  5 ,-,-,-
8998,2025,Round of 32,adelaide_international,Denis Shapovalov,su55,Zhizhen Zhang,z371,01:07:29, 6  -  3 , 6  -  4 ,-,-,-
8998,2025,Round of 32,adelaide_international,Alejandro Davidovich Fokina,dh50,Roberto Bautista Agut,bd06,01:43:03, 7  -  5 , 6  -  2 ,-,-,-
8998,2025,Round of 32,adelaide_international,Thanasi Kokkinakis,kd46,Yoshihito Nishioka,n732,02:10:13, 6  -  3 , 3  -  6 , 6  -  3 ,-,-
8998,2025,Round of 32,adelaide_international,Christopher O'Connell,o483,Arthur Rinderknech,rc91,01:39:17, 7  -  5 , 7  -  6 5 ,-,-,-
8998,2025,2nd Round Qualifying,adelaide_international,Adam Walton,w09e,Rinky Hijikata,h0bh,02:21:17, 1  -  6 , 7  -  6 4 , 6  -  4 ,-,-
8998,2025,2nd Round Qualifying,adelaide_international,Benjamin Bonzi,bm95,James McCabe,m0oq,02:15:16, 6  -  3 , 4  -  6 , 6  -  3 ,-,-
8998,2025,2nd Round Qualifying,adelaide_international,James Duckworth,d994,Jacob Bradshaw,b0ot,01:04:55, 6  -  2 , 6  -  2 ,-,-,-
8998,2025,2nd Round Qualifying,adelaide_international,Yannick Hanfmann,h997,Manuel Guinard,gh33,01:31:36, 7  -  6 1 , 6  -  3 ,-,-,-
8998,2025,1st Round Qualifying,adelaide_international,Jacob Bradshaw,b0ot,Quentin Halys,hb64,00:19:05,-,-,-,-,-
8998,2025,1st Round Qualifying,adelaide_international,Rinky Hijikata,h0bh,Omar Jasika,j553,00:35:09, 6  -  0 , 2  -  1 ,-,-,-
8998,2025,1st Round Qualifying,adelaide_international,Benjamin Bonzi,bm95,Fabio Fognini,f510,00:27:53,-,-,-,-,-
8998,2025,1st Round Qualifying,adelaide_international,Yannick Hanfmann,h997,Hugo Gaston,g09o,02:02:07, 3  -  6 , 7  -  6 2 , 6  -  2 ,-,-
8998,2025,1st Round Qualifying,adelaide_international,Adam Walton,w09e,Dusan Lajovic,l987,02:04:48, 6  -  4 , 4  -  6 , 6  -  3 ,-,-
8998,2025,1st Round Qualifying,adelaide_international,James Duckworth,d994,Pavel Kotov,k09f,03:00:12, 7  -  6 3 , 6 7  -  7 , 7  -  6 5 ,-,-
8998,2025,1st Round Qualifying,adelaide_international,James McCabe,m0oq,Damir Dzumhur,d923,02:49:53, 6  -  4 , 3  -  6 , 7  -  5 ,-,-
8998,2025,1st Round Qualifying,adelaide_international,Manuel Guinard,gh33,Taro Daniel,da81,01:39:20, 7  -  5 , 6  -  4 ,-,-,-
301,2025,Final,asb_classic,Gael Monfils,mc65,Zizou Bergs,bu13,01:37:23, 6  -  3 , 6  -  4 ,-,-,-
301,2025,Semifinals,asb_classic,Zizou Bergs,bu13,Nuno Borges,bt72,02:16:17, 6  -  2 , 3  -  6 , 7  -  5 ,-,-
301,2025,Semifinals,asb_classic,Gael Monfils,mc65,Nishesh Basavareddy,b0nn,01:46:28, 7  -  6 5 , 6  -  4 ,-,-,-
301,2025,Quarterfinals,asb_classic,Nuno Borges,bt72,Jakub Mensik,m0ni,02:27:46, 6 4  -  7 , 6  -  2 , 7  -  6 4 ,-,-
301,2025,Quarterfinals,asb_classic,Nishesh Basavareddy,b0nn,Alex Michelsen,m0qi,01:42:10, 2  -  6 , 6  -  2 , 6  -  4 ,-,-
301,2025,Quarterfinals,asb_classic,Zizou Bergs,bu13,Roberto Carballes Baena,cf59,01:52:55, 1  -  6 , 6  -  2 , 6  -  3 ,-,-
301,2025,Quarterfinals,asb_classic,Gael Monfils,mc65,Facundo Diaz Acosta,d0cg,01:17:57, 6  -  3 , 6  -  1 ,-,-,-
301,2025,Round of 16,asb_classic,Jakub Mensik,m0ni,Ben Shelton,s0s1,02:38:21, 7  -  6 2 , 4  -  6 , 7  -  5 ,-,-
301,2025,Round of 16,asb_classic,Nishesh Basavareddy,b0nn,Alejandro Tabilo,te30,02:25:33, 6  -  4 , 5  -  7 , 6  -  4 ,-,-
301,2025,Round of 16,asb_classic,Facundo Diaz Acosta,d0cg,Sebastian Baez,b0bi,02:08:56, 6  -  4 , 7  -  6 1 ,-,-,-
301,2025,Round of 16,asb_classic,Roberto Carballes Baena,cf59,Francisco Cerundolo,c0au,01:31:10, 6  -  2 , 7  -  5 ,-,-,-
301,2025,Round of 16,asb_classic,Nuno Borges,bt72,Mariano Navone,n0bs,02:31:02, 4  -  6 , 7  -  5 , 6  -  4 ,-,-
301,2025,Round of 16,asb_classic,Alex Michelsen,m0qi,Lorenzo Sonego,su87,01:57:58, 7  -  6 3 , 6  -  2 ,-,-,-
301,2025,Round of 16,asb_classic,Zizou Bergs,bu13,Luca Nardi,n0bg,01:21:13, 6  -  1 , 6  -  4 ,-,-,-
301,2025,Round of 16,asb_classic,Gael Monfils,mc65,Jan-Lennard Struff,sl28,01:28:36, 6  -  1 , 7  -  6 5 ,-,-,-
301,2025,Round of 32,asb_classic,Luca Nardi,n0bg,Flavio Cobolli,c0e9,00:45:33, 6  -  2 , 1  -  1 ,-,-,-
301,2025,Round of 32,asb_classic,Nishesh Basavareddy,b0nn,Francisco Comesana,c0df,01:09:20, 6  -  2 , 6  -  2 ,-,-,-
301,2025,Round of 32,asb_classic,Facundo Diaz Acosta,d0cg,Cameron Norrie,n771,01:22:24, 6  -  2 , 6  -  3 ,-,-,-
301,2025,Round of 32,asb_classic,Jakub Mensik,m0ni,Pablo Carreno Busta,cd85,02:11:19, 6  -  2 , 4  -  6 , 7  -  5 ,-,-
301,2025,Round of 32,asb_classic,Gael Monfils,mc65,Pedro Martinez,mo44,02:24:54, 1  -  6 , 7  -  6 5 , 6  -  3 ,-,-
301,2025,Round of 32,asb_classic,Mariano Navone,n0bs,Adrian Mannarino,me82,03:07:56, 7  -  6 6 , 6 5  -  7 , 6  -  1 ,-,-
301,2025,Round of 32,asb_classic,Lorenzo Sonego,su87,Gabriel Diallo,d0f6,02:58:14, 7  -  6 5 , 2  -  6 , 7  -  6 7 ,-,-
301,2025,Round of 32,asb_classic,Jan-Lennard Struff,sl28,Yunchaokete Bu,y09v,01:21:22, 6  -  3 , 6  -  4 ,-,-,-
301,2025,Round of 32,asb_classic,Nuno Borges,bt72,Luciano Darderi,d0fj,02:02:27, 5  -  7 , 6  -  3 , 7  -  5 ,-,-
301,2025,Round of 32,asb_classic,Alex Michelsen,m0qi,Sumit Nagal,n897,02:40:21, 6 8  -  7 , 6  -  4 , 6  -  2 ,-,-
301,2025,Round of 32,asb_classic,Zizou Bergs,bu13,Isaac Becroft,b0hy,01:28:53, 6  -  3 , 7  -  5 ,-,-,-
301,2025,Round of 32,asb_classic,Roberto Carballes Baena,cf59,Daniel Altmaier,ae14,02:38:05, 6  -  3 , 3  -  6 , 7  -  5 ,-,-
301,2025,2nd Round Qualifying,asb_classic,Sumit Nagal,n897,Adrian Mannarino,me82,01:47:04, 7  -  6 5 , 6  -  3 ,-,-,-
301,2025,2nd Round Qualifying,asb_classic,Zizou Bergs,bu13,Francisco Comesana,c0df,02:18:37, 3  -  6 , 6  -  4 , 6  -  3 ,-,-
301,2025,2nd Round Qualifying,asb_classic,Luca Nardi,n0bg,Facundo Diaz Acosta,d0cg,02:34:39, 7  -  5 , 6 2  -  7 , 6  -  2 ,-,-
301,2025,2nd Round Qualifying,asb_classic,Nishesh Basavareddy,b0nn,Daniel Altmaier,ae14,01:02:38, 6  -  2 , 6  -  1 ,-,-,-
301,2025,1st Round Qualifying,asb_classic,Adrian Mannarino,me82,Dominic Stricker,s0la,01:21:50, 6  -  4 , 6  -  4 ,-,-,-
301,2025,1st Round Qualifying,asb_classic,Zizou Bergs,bu13,Pablo Carreno Busta,cd85,02:35:15, 2  -  6 , 7  -  6 6 , 6  -  4 ,-,-
301,2025,1st Round Qualifying,asb_classic,Facundo Diaz Acosta,d0cg,Ajeet Rai,r0dc,01:15:57, 6  -  4 , 6  -  2 ,-,-,-
301,2025,1st Round Qualifying,asb_classic,Nishesh Basavareddy,b0nn,Botic van de Zandschulp,v812,02:53:23, 6 3  -  7 , 7  -  5 , 6  -  3 ,-,-
301,2025,1st Round Qualifying,asb_classic,Francisco Comesana,c0df,Maxime Janvier,j620,02:03:55, 6  -  1 , 6 5  -  7 , 6  -  3 ,-,-
301,2025,1st Round Qualifying,asb_classic,Daniel Altmaier,ae14,Charles Broom,bv21,01:31:38, 7  -  5 , 6  -  1 ,-,-,-
